serial no,Registration Number,Date of Grant,Name Factory Address,IS NO,Product,Status,Valid Upto,Models deleted from scope,Brand,View Models
4604,R-41004557,17-Jan-2014,"HITACHIDIGITALPRODUCTSCHINACO.LTD.,98DONGSHANROAD,GUSHANFUZHOU,FUJIAN,CHINAP.O.350014",IS13252(Part1):2010/IEC60950-1:2005,LCDPROJECTOR,Cancelledw.e.f.23Oct2017,23-Oct-2017,,HITACHI,"CP-EW300,CP-EX250,CP-EX-300,CP-WX3030WN,CP-X2530WN,CP-X3030WN,CP-AW2519N,CP-WX4022WN,CP-X4022WN,CP-X5022WN(followingmodelsinlcudedon23Jan2014)CP-X3021WN,CP-X8150/X8160/X8170/WX8240/WX8255/WU8450/SX8350/WU8460/WX8265,CP-A222WN,CP-A302WN,CP-AW252WNCP-WX3015WN,C-X4015WN(followingmodelsincludedon14Feb2014)CP-WU9410,CP-X9110,CP-WX9210,CP-CW300WN,CP-CX300WN,CP-CW250WN,CP-CX250(followingmodelsincludedon08Oct2014)CP-X4030WN,CP-WX3530WN,CP-EX400,CP-RX250,ED-27X(followingmodelsincludedon22Oct2014)CP-AX3503,CP-AX2503,CP-AX3003,CP-AW2503,CP-AW3003,CP-TW2503,CP-TW3003(followingmodelsincludedon22Dec2014)CP-HD9320,CP-HD9321(followingmodelsincludedon04Jun2015)CP-WU8461(followingmodelsincludeon05Aug2015)CP-X4041WN,CP-EX401,CP-WX3041WN,CP-WX3541WN,CP-EX301N,CP-EW301N,CP-EX251N,CP-X3041WN,CP-X2541WN(followingmodelsincludedon08Sep2015)CP-CX301WN,CP-CX251WN,CP-CW301WN,CP-CW251WN,CP-BX301WN,CP-BW301WN(followingmodelsincludedon26OCT2015)CP-AX3505,C-AX3005,CP-AX2505,CP-AX3005,CP-AW2505(followingmodelsincludedon16Jun2016)CP-WU5500,CP-WX5500,CP-X5550(followingmodelsincludedon21Jun2016)CP-TW3005,CP-TW2505(followingmodelsincludedon23Jun2016)CP-X8800W,CP-WX8750W,CP-WU8600W,CP-WX8650W,CP-WU8700W(followingmodelsincludedon29Jul2016)CP-WU9100B,CP-HD9950B(followingmodelsincludedon12Sep2016)CP-WX4042WN,CP-WX3042WN,CP-X4042WN,CP-X3042WN,CP-X2542WN(followingmodelsincludedon04Oct2016)CP-EX402,CP-EX302,CP-EW302,CP-EX252,ED-32X(followingmodelsincludedon16Jan2017)CP-EW302N,CP-EX252N,CP-EX302N,LP-WU3500"
4605,R-41011827,01-Jan-2015,"NECPLATFORMSTHAICOMPANYLTD.60/81MOO19NAVANAKORNINDUSTRIALZONE,PAHOLYOTHINROAD,TAMBOLKLONGNUENG,AMPHURKLONGLUANG,PATHUMTHANIPROVINCE,12120THAILAND",IS13252(Part1):2010/IEC60950-1:2005,LCDPROJECTOR(ADP),Operative,31-Dec-2023,,NEC,"NP-M402W,NP-M322W,NP-M322X,NP-M362W,NP-M362X,NP-M402X,NP-M402H,NP-M322H,NP-M282X,NP-M352WS,NP-M332XS,NP-M302WS(followingmodelsincluded03Sep2015)NP-M403H,NP-M323H,NP-M323X,NP-M403X,NP-M323,NP-M363W,NP-M403W,NP-M363X,NP-M283X,NP-M353WS,NP-M333XS,NP-M303WS(FollowingModelsincludedon17Aug2017)NP-P502WL-2,NP-502HL,NP-P502WL,NP-P502HL-2(followingmodelsincludedon19Sep2017)NP-P474W,NP-P474U,NP-P554W,NP-P554U,NP-P603X,NP-P604X(followingmodelsincludedon04Dec2017)NP-PA703X,NP-PA803X,NP-PA803W,NP-PA753U,NP-PA703W,NP-PA853W,NP-PA653U,NP-PA723U,NP-PA803U,NP-PA903X(followingmodelsincludedon05Apr2018)NP-PE523X,NP-P523X(followingmodelsincludedon05July2019)NP-P605UL,NP-P525UL,NP-P525WL,NP-PE505XL,NP-PE455UL,NP-PE455WL"
4606,R-41004898,23-Jan-2014,"EPSONENGINEERING(SHENZHEN)LTD.,NO.11,KEJINORTH1STRD,XILISUBDISTRICTNANSHANDISTRICT,SHENZHENGUANGDONG,CHINA-518057",IS13252(Part1):2010/IEC60950-1:2005,LCDPROJECTOR(ADP),Operative,22-Jan-2022,,EPSON,"H501C,H581C,H582C,H583C,H527C,H499C,H452C,H-453C,H-454C,H455C,H-549C,H428C,H431C,H432C,H433C,H434C,H438C,H439C(followingmodelsincludedon07Feb2014)H550C,H551C,H552C,H553C,H554C,H555C,H556C,H557C,H558C,H566C,H480C,H481C,H406C,H407C,H424C,H425C,H451C,H449C,H469C,H536C,H538C,H561C,H543C,H544C,H546C,H509C,H511C,H513C,H514C,H532C,H470C,H471C,H473C,H474C,H490C,H491C(followingmodelsincludedon13Feb2014)H447C,H448C,H537C,H540C(followingmodelsincludedon16Apr2014)H458C,H459C,H460C,H462C(followingmodelsincludedon30Apr2014)EB-W16SK(H494CS)(followingmodelsincludedon31May2014)H598C,H599C,H600C,H601C,H602C,H603C,H604C,H605C,H265C,H266C(followingmodelsincludedon09June2014)EB-935W(H565C),EH-TW8200(H585C)(followingmodelsincludedon25Jul2014)H506C(followingmodelsincludedon09Oct2014)H609C,H611C,H607C,H615C,H616C,EB-1980WU(H620C),EB-1985WU(H619C),H621C,H622C,H606C,H608C,H610C(followingmodelsincludedon31Oct2014)H672C,H674C,EH-TW570(H664C),EB-W28(H654C),H670C,H671C,H673C(followingmodelsincludedon04Dec2014)H651C(followingmodelsincludedon29Jan2015)H612C,H665C(followingmodelsincludedon12Mar2015)H697C,H698C,H699C,H702C,H704C,H703C,H705C,H700C(followingmodelsincludedon06May2015)H748C(followingmodelsincludedon11Jun2015)H472C(followingmodelsincludedon18Aug2015)H722,H763C,H772C,H716C,H717,H718C,H719C,H720C,H721C,H723C,H730C,H764C,H801C(followingmodelsincludedon10Mar2016)H488C(followingmodelsincludedon28Jun2016)H752C,H754C,H749C,H750C,H751C,H753C(followingmodelsincludedon24Aug2016)H734C,H739C,H733C,H713C,H710C,H715C(followingmodelsincludedon03Nov2016)H792C(followingmodelsincludedon25Nov2016)H824C,H826C,H828C,H818C,H821C(followingmodelsincludedon14Dec2016)H820C,H815C,H816C,H871C,H819C,H822C(followingmodelsincludedon02Jan2017)H814C,H817C(followingmodelsincludedon30Dec2016)10Q1(ThinkCentreM810z),10Q0(ThinkCentreM810z),10NY(ThinkCentreM810z),10NX(ThinkCentreM810z)(followingmodelsincludedon06Jan2017)H679C(followingmodelsincludedon15Feb2017)H726C(followingmodelsincludedon24Nov2017)H876C,H877C,H878C,H879C(followingmodelsincludedon30Jan2018)H890C,H892C,H891C,H910C(followingmodelsincludedon06Oct2018)H868C,H868M(followingmodelsincludedon12Nov2018)H901C,H903C,H904C,H905C,H908C,H909C(followingmodelsincludedon05Mar2019)H928C,H930C(followingmodelsincludedon13Aug2019)H833C(followingmodelsincludedon05Sep2019)HA16C,HA16M,H832C(followingmodelsincludedon19Nov2019)H940C,H943C,H957C,H941C,H942C,H958C(followingmodelsincludedon13Dec2019)H956M,H921C,H923C,H923M,H919C,H922C"
4607,R-41005371,06-Feb-2014,"EPSONPRECISION(PHILLPPINES)INC.SEPZ,LIMATECHNOLOGYCENTRE,LIPACITY,BATANGASPHILLIPPINES4217",IS13252(Part1):2010/IEC60950-1:2005,LCDPROJECTOR(AUTOMATICDATAPROCESSINGMACHINE),Operative,05-Feb-2022,,EPSON,"H550C,H551C,H552C,H553C,H554C,H555C,H556C,H557C,H558C,H566C,HOMECINEMAEH-TW5200(H561C)(followingmodelsincludedon21Apr2014)H476C,H477C,H478C,H479C(followingmodelsincludedon31May2014)H598C,H599C,H600C,H601C,H602C,H603C,H604C,H605C(followingmodelsincludedon10June2014)EB-945(H581C),EB-955W(H582C),EB-965(H583C)(followingmodelsincludedon16Oct2014)EH-TW570(H664C),EB-W28(H654C)(followingmodelsincludedon29Oct2014)H651C(followingmodelsincludedon23Jan2015)H682C,H683C,H684C,H685C,H686C,H687C,H688C,H689C,H690C,H691C,H692C,H693C,H694C,H696C(followingmodelsincludedon13Aug2015)H722C,H763C,H716C,H717C,H718C,H719C,H720C,H721C,H723C,H730C,H764C,H801C,H772C(followingmodelsincludedon22Aug2015)H709C,H708C,H707C(followingmodelsincludedon10Nov2016)H799C(followingmodelsincludedon22Dec2016)H747C,H746C,H745C,H744C,H743C,H742C,H741C,H740C(followingmodelsincludedon08Mar2017)H793C,H794C,H796C(followingmodelsincludedon02Aug2017)H848C,H847C,H844C,H843C,H842C,H840C,H839C,H838C,H845C,H849C,H841C(followingmodelsincludedon09Nov2017)H852C,H850C,H851C(followingmodelsincludedon07Dec2017)H863C,H860C,H859C,H861C,H875C,H874C,H881C,H855C,H854C,H866C,H865C,H867C,H856C(followingmodelsincludedon04Jan2019)H814C,H817C,H820C,H818C(followingmodelsincludedon11Jun2019)H914M,H914C(followingmodelsincludedon16Oct2019)H959C(followingmodelsincludedon02July2020)H971C,H973C,H974C,H976C,H979C,H980C,H982C,H983C,H986C,H987C,H988C,H997B,H998B,H999B,HA00B"
4608,R-41082325,05-Feb-2018,"QISDAOPTRONICS(SUZHOU)CO.,LTD.NO.169,ZHUJIANGROAD,NEWDISTRICTSUZHOU,JIANGSU,215129P.R.CHINA",IS13252(Part1):2010/IEC60950-1:2005,LCDTABLET,Operative,04-Feb-2025,-,WACOM,"DTH-2700,DTK-2700,DTH-1320,DTH-1620,DTH-1152,DTK-1651(followingmodelsincludedon01Mar2018)DTK-2451,DTH-3220,DTH-2452(followingmodelsincludedon31Aug2018)DTU-1141B(followingmodelsincludedon04Sep2018)DTK-2241(followingmodelsincludedon26Nov2018)DTK-1660(followingmodelsincludedon24May2019)STU-430(followingmodelsincludedon27May2019)DTK-2260,DTK2260K0C(followingmodelswithdrawnon27Jun2019)DTH-2700,DTK-2700(followingmodelsincludedon25Oct2019)STU-540(followingmodelsincludedon11Nov2019)DTU-1031AX,DTU1031AXK0Z"
4609,R-41000027,12-Jun-2013,"SonyEMCS(Malaysia)SDNBHDLot5,JalanKemajuan,BangiIndustrialEstate,43650BandarBaruBangi,SelangorMalaysia",IS616:2010,LCDTELEVISIONRECEIVER,Expired,11-Jun-2015,,SONY,"KDL-32W600A(followingmodelsincludedon27Sept2013)KDL-42W650A,KDL-42W670A,KLV-40BX450,KDL-32W650A,KDL-32W670A,KDL-46W700A,KDL-46W750A,KDL-40W900A,KDL-47W800A,KDL-42W800A,KDL-42W850,KDL-46W950A,KDL-55W800A,KDL-55W850A,KDL-55W950A,KDL-47W850A,KD-55X9004A,KD-65X9004A.(folowingmodelsincludedon10Jan2014)KDL-42W658A,KDL-32L-32W658A,KDL-46W708A"
4610,R-41011410,27-Nov-2014,"TOUCHVIDEOMONITORCORP.JIMEINORTHINDUSTRIALPARK,1-7TIANYANDROAD,XIAMEN,FUJIAN,CHINA-361021",IS13252(Part1):2010/IEC60950-1:2005,LCDTOUCHMONITOR,Expired,26-Nov-2016,,ELOTOUCHSOLUTIONS,ET4201L
4611,R-41087157,24-Apr-2018,"RgbDigitalTechnologyCo,.LtdRGBBUILDINGSHUGUANGRD.,1STINDUSTRIALZONETANZHOUTOWN,ZHONGSHANCHINA-528400",IS616:2010,LCDTV,Operative,23-Apr-2020,-,Freesia,"19001,19002"
4612,R-41061581,07-Mar-2017,"TPVDISPLAYSPOLSKASPOLKAZOGRANICZONAODPOWIEDZIALNOSCIAUL.GOLDENDRAGON,NO.9,GORZOWWIELKOPOLSKI,66-400CODE,POSTOFFICEGORZÓWWIELKOPOLSKICOUNTRYPOLAND",IS616:2010,LCDTV,Expired,06-Mar-2019,-,Bang&Olufsen,"BeoVisionHorizon48,BeoVisionHorizon40"
4613,R-41002670,24-Dec-2013,"SHARPMANUFACTURINGCORPORATION(M)SDN.BHD.,PLO-225,KAWASANPERINDUSTRIANSRIGADING,BATUPAHATJOHOR,MALAYSIA83009",IS616:2010,LCDTV,Expired,23-Dec-2015,,SHARP,"LC-40LE835M,LC-32LE350M,LC-32LE550M,LC-32LE355M,LC-32LE350M-WH,LC-52LE840X,LC-46LE840X,LC-60LE631M,LC-80LE940X,LC-70LE735M(followingmodelsincludedon15Jan2014)LC-40LE355M,LC-39LE155M(followingmodelsincludedon07Feb2014)LC-32LE155M(followingmodelsincludedon01Apr2014)LC-60LE631N-WH,LC-60LE650M"
4614,R-41000957,10-Sep-2013,"SONYEMCS(MALAYSIA)SDNBHDL,LOT4,JALANP/1,BANGIINDUSTRIALESTATE,BANDARBARUBANGI,43650SELANGOR,MALAYSIA",IS616:2010,LCDTV,Expired,09-Sep-2015,,SONY,"KLV-32R402A,KLV-32R422A,KLV-40R452A,KLV-46R452A"
4615,R-41007820,22-May-2014,"BANG&OLUFSEN,S.R.O.PRUMYSOVYPARK305KOPRIVNICE-74221,CZECHREPUBLIC",IS616:2010,LCDTV,Expired,21-May-2016,,B&O,BEOPLAYV1-40(followingmodel(s)includedon31Oct2014)BeoVisionAvant55
4616,R-41130230,02-Jul-2019,"TclOverseasElectronics(Huizhou)Co.,Ltd.NO.19ZHONGKAIHIGH-TECHDEVELOPMENTZONE,HUIZHOU,GUANGDONGPROVINCE,CHINA-516006",IS616:2017/IEC60065:2014,LCDTV,Operative,01-Jul-2021,-,HITACHI,"LD43HTS06F,LD32HTS06H(followingmodelsincludedon05Sep2019)LD49HTS07U,LD55HTS08U,LD65HTS08U"
4617,R-41089966,28-May-2018,"RGBDIGITALTECHNOLOGY(THAILAND)COMPANYLIMITEDNO.998,VILLAGENO.6,BANGPUMAISUB-DISTRICT,MUEANGSAMUTPRAKANDISTRICT,SAMUTPRAKANPROVINCE,Thailand-10270",IS616:2017/IEC60065:2014,LCDTV,Operative,27-May-2020,-,Freesia,LD-17
4618,R-83000043,11-Sep-2013,"TECHNOELECTRONICSLTD(AVIDEOCONGROUPCOMPANY)5thKMSTONE,MORADABADROAD,KASHIPUR(U.S.NAGAR),UTTARAKHAND-244713,INDIA",IS616:2010,LCDTV,Expired,10-Sep-2015,,"VIDEOCON,SANSUI,HYUNDAI","LCDTVVAD32HH-NFK(VIDEOCON),LCDTVVAG32HV-NFK(VIDEOCON),LCDTVSAP32HH-NFK(SANSUI),LCDTVSAN32HB-NFK(SANSUI),LCDTVHY3240HHN(HYUNDAI)"
4619,R-41007838,23-May-2014,BANG&OLUFSENA/SPETERBANGSVAJ15STRUERDK-7600DENMARK,IS616:2010,LCDTV,Expired,22-May-2016,,BANG&OLUFSEN,"BEOVISION11-40,BEOVISION11-46,BEOVISION11-55"
4620,R-41086185,11-Apr-2018,"T.B.TComputerCo.,LtdNO.38/8-10MOO-4,T.LAMLUKKA,A.LAMLUKKA,PATHUMTHANI12150,Thailand",IS616:2010,LCDTV,Operative,10-Apr-2020,-,ASY,"ASY-1999,ASY-2199(Changeovertorevisedversionforthefollowingmodelsdonew.e.f.23Jan2019)ASY-1999,ASY-2199"
4621,R-75000094,27-Dec-2013,"SHARPINDIALTD.GATNO.686/4,KOREGAONBHIMA,TAL.SHIRUR,DIST.PUNE,PIN412216(MAHARASHTRA)",IS616:2010,LCDTV,Expired,26-Dec-2015,,SHARP,"LC-32LE341M,LC-32LE341MRD,LC-32LE341MWH"
4622,R-41009520,21-Jul-2014,FIMIS.R.L.VIASAULBANFI121047SARONNO(VA)ITALY,IS13252(Part1):2010/IEC60950-1:2005,LDCMONITOR(VDU),Operative,20-Jul-2022,,BARCO,"MDSC-2242LED,MDSC-2242MNA(followingmodelsincludedon23Jun2015)MDSC-8258MNA,MDSC-8258L,MDSC-8258RL,MDSC-8258RLG,MDSC-8258U,MDSC-8258RU,MDSC-8258GRU,GEH-8258L,GEH-8258RL,LDX-58RL(followingmodelsincludedon20Dec2016)MSDC-2232MNASX,MDSC-2232MNAS,MDSC-2232MNA(followingmodelsincludedon22Mar2018)MLCD19L(TYPE-MCL190-SLT),MLCD19L(TYPE-MCL190-SL),MLCD19-HB(TYPE-MCL190-HLT),MLCD19-HB(TYPE-MCL190-HL)(followingmodelsincludedon01May2018)NEMO12,MDSC-8255(TYPE-MDSC-8255LEDNG),MDSC-8232(Type-MDSC-8232LED),MDSC-8232(Type-MDSC-8231LED),MDSC-8232(Type-MDSC-8131LED),MDSC-8232(Type-AR-3250-3209),MDSC-8232(Type-AR-3250-3207),MDSC-2326(Type-MDSC-2326LEDH),MDSC-2326(Type-MDSC-2326LEDCN),MDSC-2326(Type-MDSC-2326LED),MDSC-2326(Type-MDSC-2326DDIH),MDSC-2326(Type-MDSC-2326DDI),MDSC-2326(Type-AR-3250-2606)(followingmodelsincludedon02May2018)MDRC-1219(TYPE-MDRC-1219TS)(followingmodelsincludedon28May2018)EUCO19S(Type-MVCD-1319HLPSMS),EUCO19S(Type-MVCD-1319HLSMS),MDSC-2324(Type-MDSC-2324DDI),MDSC-2324(Type-MDSC-2324LED)(followingmodelsincludedon10Jul2018)MVCD-1519(Type:MVCD-1519ULP),MDRC-2222(Type:MDRC-2222BL),MDRC2222(Type:MDRC-2222TS),MDRC-2222(Type:MDRC-2222WH),MDRC-2222(Type:MDRC-2222WP),Acquiris19(Type:MVGD-1619UNB),Acquiris19(Type:MVGD1619UNBNEU),Acquiris19(Type:MVCD-1619RNB),Acquiris19(Type:MVCD1619RNBGE),Acquiris19(Type:MVCD-1619RNBPHC),Acquiris19(Type:MVCD1619RTB),Acquiris19(Type:MVCD-1619HNB),Acquiris19(Type:MVCD-1619HTB)(followingmodelsincludedon06Sep2018)MDSC-8358(Type:MDSC-8358L),MDSC-8358(Type:MDSC-8358RL),MDSC-8358(Type:MDSC-8358RLF)(followingmodelsincludedon10Sep2018)19LCD-XR(TypeNo.:MML1951-PCR),19LCD-XR(TypeNo.:MML1952-PER),DTM19LB(TypeNo.:DC19-LCR),DTM19LB(TypeNo.:DC19-LER),DTM19LB(TypeNo.:DC19-VOL)(followingmodelsincludedon13Sep2018)MVGD1319(followingmodelsincludedon14Sep2018)MDRC-1219(TYPENo.:MDRC-1219),MDRC-1219(TYPENo.:MDRC-1219G),MDRC1219(TYPENo.:MVCD-1619SGSMS)(followingmodelsincludedon30Jan2019)PS24FHDCR(TYPE:MMCC-2124),PS32FHDER(TYPENo.MMEC-2132),PS27FHDER(TYPENo.MMEC-2127),PS27QHDCR(TYPE:MMCC-4127)(followingmodelsincludedon04Jun2019)MDRC-2324(Type:MDRC-2324HNEW),MDRC-2324(Type:MDRC-2324HPEW),MDRC-2324(Type:MDRC-2324HTEW),MVCD1319TS(TypeNo.MVCD1319TS),MVGD-1110PG(TypeNo.MVGD-1110PG),MVGD1319PG(TypeNo.MVGD1319PG),MDRC-2324(Type:MDRC-2324HNIB),MDRC-2324(Type:MDRC-2324HTIB),MDRC-2324(Type:MDRC-2324SNIB),MDRC-2324(Type:MDRC-2324STIB),MVGD1110PG(TypeNo.MVGD-1110PGMKII)(followingmodelsincludedon24Jun2019)MDSC-8255(Type:MDSC-825512G),MDSC-8255(Type:MDSC-825512GNG),MDSC-8255(Type:MDSC-8255LED)(followingmodelsincludedon04Oct2019)MDSC-8427(TypeAR-3250-2607),MDSC-8427(TypeMDSC-842712G),MDSC-8427(TypeMDSC-8427LED),MDRC-2321(TypeMDRC-2321HNIB),MDRC-2321(TypeMDRC-2321HTIB),MDRC-2321(TypeMDRC-2321SNIB),MDRC-2321(TypeMDRC2321SNIBHLX),MDRC-2321(TypeMDRC-2321STIB)(followingmodelsincludedon25Jun2020)MDSC-8232(TypeNo.MDSC-823112G),MDSC-8232(TypeNo.MDSC-8231LED)"
4623,R-41129879,27-Jun-2019,"AAEONTechnologyInc.5F.,NO.135,LN.235,BAOQIAORD.,XINDIANDIST.,NEWTAIPEICITY23145,TAIWAN",IS13252(Part1):2010/IEC60950-1:2005,LectureCaptureStation(ADPM),Operative,26-Jun-2021,-,MAXELL,MA-XL1
4624,R-41071021,11-Aug-2017,"SHARPMANUFACTURINGCORPORATION(M)SDN.BHD.PLO-225,KAWASANPERINDUSTRIANSRIGADING,BATUPAHATJOHOR,MALAYSIA83009",IS616:2010,LEDBACKLIGHTTV,Operative,10-Aug-2021,-,SHARP,"LC-32LE185M,LC-40LE185M(followingmodelsincludedon23Nov2017)LC-40LE380X,LC-50UA6500X,LC-60UA6800X,LC-50UA6800X(followingmodelsincludedon14Jun2018AsPerIS616:2017)2T-C40AB2M,2T-C32AB2M(followingmodelsincludedon31Aug2018AsPerIS616:2017)2T-C50AE2X,2T-C40AE2X,2T-C50AD2X(Changeovertorevisedversionforthefollowingmodelsdonew.e.f.04Dec2018)LC-32LE185M,LC-40LE185M,LC-40LE380X(Changeovertorevisedversionforthefollowingmodelsdonew.e.f.06Dec2018)LC-50UA6500X,LC-60UA6800X,LC-50UA6800X(followingmodelsincludedon27Feb2019AsPerIS616:2017)4T-C50AL1X(followingmodelsincludedon08Apr2019AsPerIS616:2017)8T-C70AX1X(followingmodelsincludedon15Apr2019AsPerIS616:2017)2T-C50AD2X-IN(followingmodelsincludedon17Jun2019AsPerIS616:2017)2T-C32BC3IN-AA(followingmodelsincludedon17Jun2019AsPerIS616:2017)2T-C24BC2IN-AA(followingmodelsincludedon21Jun2019AsPerIS616:2017)2T-C40BC3IN-AA(followingmodelsincludedon24Jun2019AsPerIS616:2017)2T-C32BG1X(followingmodelsincludedon01Nov2019AsPerIS616:2017)2T-C40BG1X(followingmodelsincludedon18Nov2019AsPerIS616:2017)4T-C60BK1X"
4625,R-41025003,27-Oct-2015,"ShenzhenHenselPhotoelectronCo.,LtdHuizhouBranch(HENSELSCIENCEPARK)HONGLIANINDUSTRIALPARK,WESTHUIAOROAD,HUIYANGECONOMICDEVELOPMENTDISTRICT,HUIZHOUCITY,GUANGDONGChina516213",IS10322(Part5/Sec1):2012,LEDBatten,Expired,26-Oct-2017,,osram,"LEDCOMFOBAT0607865APAC,LEDCOMFOBAT0607840APAC,LEDCOMFOBAT0607830APAC,ACHL0600A857,ACHL0600A865,ACHL0600A840,ACHL1200A857,ACHL1200A840,ACHL1200A865,ESYL1200A857,ESYL1200A865,ESYL1200A840,LEDCOMFOBATHB0611865IN,LEDCOMFOBATHB0611830IN,LEDCOMFOBATHB0611830APAC,LEDCOMFOBATHB0611840APAC,LEDCOMFOBATHB0611865APAC,ESYL0600A857,ESYL0600A865,ESYL0600A840,LEDCOMFOBATHB1222865IN,LEDCOMFOBATHB1222830IN,LEDCOMFOBATHB1222865APAC,LEDCOMFOBATHB1222830APAC,LEDCOMFOBATHB1222840APAC,LEDCOMFOBATHB0306865IN,LEDCOMFOBATHB0306830IN,LEDCOMFOBATHB0306840APAC,LEDCOMFOBATHB0306830APAC,LEDCOMFOBATHB0306865APAC,LEDCOMFOBAT0304865APAC,LEDCOMFOBAT0304830APAC,LEDCOMFOBAT0304840APAC,LEDCOMFOBAT1214865APAC,LEDCOMFOBAT1214830APAC,LEDCOMFOBAT1214840APAC(followingmodelsincludedon15Dec2015)ACHL1170B865,ACHL1170B,ACHL1170B840(followingmodelsincludedon03June2016)SIMPLITZBTNII1170A865,SIMPLITZBTNII1170A840,SIMPLITZBTNII1170B840,SIMPLITZBTNII1170B865,SIMPLITZBTNII1170C840,SIMPLITZBTNII1170C865,SIMPLITZBTNII585C840,SIMPLITZBTNII585C865"
4626,R-96000540,13-Jun-2016,"DewliteindustriesAddress:VIDYACOMPLEX,SECTOR2,VILLAGE/CITY-PARWANOO,POSTOFFICEPARWANOO,DISTRICTSOLAN,TEHSILKASOLI,HIMACHALPRADESH,India,173220",IS16102(Part1):2012,LEDbulb,Deferred,12-Jun-2018,-,DEWLITE,"E7-9w,E7-8w,E7-7w"
4627,R-63000264,25-Jan-2016,"RolexMetersPrivateLimitedPLOTNO20&21,PRASHANTHINAGAR,KUKATPALLYINDUSTRIALESTATE,HYDERABAD",IS16102(Part1):2012,LEDBULB,Expired,24-Jan-2018,-,ROLEX,"9W,7W,5W,3W"
4628,R-41018848,21-Aug-2015,"HEBEILANRUILIGHTINGTECHNOLOGY.,LTDNO.86GAORENROAD,GAOYANGCOUNTRY,BAODINGCITY,HEBEIPROVINCE,CHINA",IS16102(Part1):2012,LEDBULB,Expired,20-Aug-2017,,SYSKALED,"SSK-QA0301,SSK-QA0602,SSK-QA0701,SSKQA1201,SSK-QA0901,SSK-QA1601(followingmodelsincludedon17Nov2015)SSK-SKC-0.5W,SSK-SKC-1W(followingmodelsincludedon23Mar2016)SSK-QA0602N,SSK-QA0301N,SSK-QA0701N,SSK-QA1201N,SSK-QA1601N(followingmodelsincludedon26Apr2016)SSK-QA0602N,SSK-QA0301N,SSK-QA1601N,SSK-QA1201N,SSK-QA04701N"
4629,R-41015318,10-Jul-2015,"CNLIGHTCO.,LTDAZONE,SH-SHANTECHNOLOGYINDUSTRYDISTRICT,NANHAI,FOSHANCITY,GUANGDONGPROVINCE,CHINA528225",IS16102(Part1):2012,LEDBULB,Expired,09-Jul-2019,,SYSKALED,"SSK-QA0701(E27CapType),SSK-QA0301(E27CapType),SSK-QA0602(B22dCapType),SSK-QA0602(E27CapType),SSK-QA0701(E22dCapType),SSK-QA0907(B22dCapType),SSK-QA0907(E27CapType),SSK-QA0301(B22dCapType),(followingmodelsincludedon30Oct2015)SSK-RB-2501,SSK-RB-1801,SSK-RB-1801(E),SSK-RB-4501,SSK-RB-3501(followingmodelsincludedon4Feb2016)SSK-SMR-7W(followingmodelsincludedon26Feb2016)SSK-RB-2501-E27,SSK-RB-3501-E27,SSK-RB-4501-E27(followingmodelsincludedon21Jun2016)SSK-PAC-3W,SSK-PAC-5W(followingmodelsincludedon13Jul2016)SSK-PAC-5W-D(followingmodelsincludedon04Oct2016)SSK-QA0901-DC,SSK-QA0701-DC,SSK-QA0602-DC,SSK-QA0301-DC(followingmodelsincludedon15Mar2017)SSK-LMS-7W,SSK-LMS-12W,SSK-LMS-9W(followingmodelsincludedon21Nov2017)SSK-SMW-7W"
4630,R-64000019,28-Sep-2015,"LukerElectricTechnologiesPvt.Ltd.227,POLLACHIMAINROAD,EACHNARIVILLAGE,COMIBATORE,TAMILNADU,641021",IS16102(Part1):2012,LEDBULB,Operative,27-Sep-2024,,LUKER,"LBPC05(followingmodelsincludedon16Dec2015)LBGB15,LBGB12,LBGB09,LBGB07,LBGB05,LBPCB15,LBPCB12,LBPCB09,LBPCB07,LBGE15,LBGE12,LBGE09,LBGE07,LBGE05,LBPCE15,LBPCE12,LBPCE09,LBPCE07,LBPCE05(followingmodelsincludedon02May2019)LBPC10TL(followingmodelswithdrawnon20May2019)LBPCB15,LBPCB09,LBGB09,LBGB07,LBGB05,LBGB12(followingmodelsincludedon26Aug2019)LBPC07CL,LBPC09CL,LBPC12CL,LBPC15CL,LBGB15CL,LBGB09CL,LBGB05CL,LBGB03CL,LBPC03CL,LBPC05CL(followingmodelsincludedon16July2020)LBGC03,LBGC05,LBFB2204,LBFE1404,LBFE2704(followingmodelsincludedon21July2020)LBPC18CL,LBPCE18"
4631,R-41048631,18-Aug-2016,"NINGBOKLITEELECTRICMANUFACTURECOLTDNO.5,DAPURIVERNORTHROAD,BEILUNDEVELOPMENTDISTRICT,NINGBO,ZHIJIANG,CHINA-315000",IS16102(Part1):2012,LEDBULB,Operative,17-Aug-2020,-,RENESOLA,"RG45003R063WB22,RG45003R063WE27,RG45003R063WE14(followingmodelsincludedon07Sep2016)RCN045J03,RCN035J03,RCN027J03,RCN045J02,RCN035J02,RCN027J02"
4632,R-41030376,15-Jan-2016,"FoshanLuxmateOptoelectronicsCo.,Ltd.NO.17,DESHENGHENGSANROAD,LISHUITOWN,NANHAIDISTRICT,FOSHAN.",IS16102(Part1):2012,LEDBulbs,Expired,14-Jan-2018,-,LUXMATE,"3w,5w,7w,9w,12w,15w"
